record_id,orig_monthly,orig_total,injected_error_type
1090,74.75,1129.35,none
1091,107.45,5680.9,none
1092,75.35,2243.9,none
1093,64.95,4523.25,none
1094,100.45,7159.7,none
1095,68.5,2839.95,none
1096,80.55,80.55,none
1097,81.25,580.1,none
1098,90.4,2178.6,none
1099,89.55,6038.55,none
1100,55.7,259.4,none
1101,24.8,324.15,none
1102,20.0,417.65,none
1103,56.15,168.15,none
1104,105.2,5637.85,none
1105,19.55,839.4,none
1106,79.75,769.1,none
1107,97.45,6253.0,none
1108,24.25,1641.8,none
1109,24.6,1678.05,none
1110,50.15,2058.5,none
1111,39.6,2424.5,none
1112,94.4,387.2,none
1113,89.85,6293.45,none
1114,78.95,2839.65,total_missing
1115,98.85,3145.9,none
1116,53.85,2200.7,none
1117,24.25,914.4,none
1118,89.45,4577.75,none
1119,105.25,4997.5,none
1120,59.5,4144.8,none
1121,70.55,1493.55,none
1122,82.5,4179.1,none
1123,44.85,893.55,none
1124,61.6,1611.0,none
1125,49.05,593.05,none
1126,105.65,4284.8,none
1127,74.65,544.55,none
1128,66.25,1533.8,none
1129,19.4,529.8,none
1130,86.05,3865.6,none
1131,19.15,515.75,none
1132,64.7,941.0,none
1133,104.05,1133.65,total_missing
1134,19.25,48.35,none
1135,81.95,2070.05,none
1136,114.65,8333.95,none
1137,20.0,1209.25,none
1138,19.8,1396.25,none
1139,65.15,723.35,none
1140,19.65,228.65,none
1141,88.95,1161.75,none
1142,20.2,98.35,none
1143,75.2,775.3,none
1144,56.8,1074.65,none
1145,35.55,35.55,none
1146,75.5,2324.7,none
1147,35.6,1072.6,none
1148,60.25,170.5,none
1149,95.15,196.9,none
1150,96.65,1162.85,none
1151,40.35,1677.85,none
1152,18.85,18.85,none
1153,54.85,370.4,none
1154,64.3,3410.6,none
1155,24.65,1138.8,none
1156,76.1,5264.25,none
1157,18.7,1005.7,none
1158,97.95,5936.55,none
1159,94.1,5475.9,none
1160,80.4,224.05,none
1161,95.1,2326.05,none
1162,31.35,31.35,none
1163,72.35,4991.5,none
1164,89.75,1052.4,none
1165,82.7,5831.2,none
1166,19.9,510.8,none
1167,53.8,283.95,none
1168,51.55,1295.4,none
1169,19.65,19.65,total_missing
1170,44.05,3011.65,none
1171,114.0,8093.15,overbilled_monthly
1172,94.4,5610.25,none
1173,100.4,3217.65,none
1174,19.85,19.85,none
1175,54.25,773.2,none
1176,80.0,1029.35,none
1177,109.9,669.45,none
1178,79.2,3593.8,none
1179,101.35,1553.95,none
1180,94.3,3953.15,none
1181,49.8,1971.15,none
1182,60.05,1236.15,none
1183,53.75,3196.0,none
1184,93.45,4872.2,none
1185,87.9,1500.5,none
1186,60.15,60.15,none
1187,61.05,3478.75,none
1188,104.05,7413.55,none
1189,99.25,3532.0,none
1190,85.7,256.75,none
1191,104.85,3887.25,none
1192,69.15,2490.15,none
1193,90.45,593.45,none
1194,74.45,3510.3,none
1195,50.45,765.45,none
1196,60.0,1259.35,none
1197,85.25,5538.35,none
1198,19.45,340.85,none
1199,20.75,844.45,none
1200,78.9,1348.95,none
1201,104.5,3778.0,none
1202,49.4,611.65,none
1203,94.25,4867.95,none
1204,25.0,1505.05,none
1205,25.55,467.85,none
1206,74.9,74.9,none
1207,70.15,194.2,none
1208,69.4,571.45,none
1209,80.25,80.25,none
1210,93.15,5253.95,none
1211,69.0,1149.65,none
1212,66.35,740.8,none
1213,69.55,521.35,none
1214,20.2,1412.65,none
1215,86.0,1532.45,none
1216,80.3,250.05,none
1217,20.4,1090.6,none
1218,23.75,1446.8,none
1219,90.55,2282.55,none
1220,70.45,4300.45,none
1221,65.75,1111.2,none
1222,24.6,190.1,none
1223,69.25,4447.75,none
1224,75.9,143.35,none
1225,45.85,45.85,none
1226,49.95,810.2,none
1227,24.65,1830.05,none
1228,90.4,2820.65,none
1229,100.85,4847.35,none
1230,75.35,4729.3,none
1231,87.2,4017.45,none
1232,64.4,1398.6,none
1233,78.3,2564.3,none
1234,24.7,1685.9,none
1235,105.85,5826.65,none
1236,98.3,6066.55,none
1237,76.95,228.4,none
1238,19.45,270.2,none
1239,96.15,1529.2,none
1240,58.7,168.6,none
1241,20.15,536.35,none
1242,64.5,1888.45,none
1243,28.5,629.35,none
1244,45.3,45.3,none
1245,19.4,289.3,none
1246,90.45,2117.25,none
1247,105.15,4730.9,none
1248,83.15,2033.05,none
1249,90.15,987.95,none
1250,45.05,45.05,none
1251,103.2,5744.35,none
1252,75.8,75.8,none
1253,19.45,19.45,none
1254,79.3,523.15,total_decimal_shift
1255,88.8,4805.3,none
1256,30.9,59.05,none
1257,85.9,6110.75,none
1258,34.2,1596.6,none
1259,20.15,1046.2,none
1260,95.25,4424.2,none
1261,50.3,92.75,none
1262,80.15,194.55,none
1263,51.25,612.1,none
1264,89.6,6127.6,none
1265,95.2,6671.7,none
1266,94.8,5264.3,none
1267,80.25,303.7,none
1268,76.1,4818.8,none
1269,110.15,6448.05,none
1270,115.55,7159.05,none
1271,24.65,1574.5,none
1272,53.6,2879.2,none
1273,19.45,86.05,none
1274,88.2,4159.45,none
1275,101.15,6638.35,none
1276,56.8,3112.05,none
1277,99.4,7168.25,none
1278,20.1,1326.25,none
1279,60.7,2234.55,none
1280,20.95,495.15,none
1281,114.85,8317.95,none
1282,19.25,679.8,none
1283,62.8,62.8,none
1284,105.5,7544.0,none
1285,19.85,1188.25,none
1286,89.5,676.7,none
1287,74.1,74.1,none
1288,107.5,3242.5,none
1289,19.55,1240.15,none
1290,68.8,4111.35,none
1291,84.45,5899.85,none
1292,75.0,632.95,none
1293,84.5,5193.2,none
1294,111.2,7530.8,none
1295,44.75,270.95,none
1296,80.6,5460.2,none
1297,80.7,1614.2,none
1298,75.6,402.5,none
1299,57.6,1367.75,none
1300,44.05,483.7,none
1301,110.6,7962.2,none
1302,58.2,3810.8,none
1303,81.0,3533.6,none
1304,19.7,1396.9,none
1305,85.6,1345.55,none
1306,59.55,1646.45,none
1307,115.55,8127.6,none
1308,75.55,2680.15,none
1309,86.6,1281.0,none
1310,85.2,1553.9,none
1311,97.65,3207.55,overbilled_monthly
1312,45.1,2049.05,none
1313,70.95,3629.2,none
1314,109.55,5124.55,none
1315,89.55,3474.45,none
1316,20.9,202.3,none
1317,19.95,147.5,none
1318,24.6,86.35,none
1319,66.7,579.0,none
1320,19.45,19.45,none
1321,94.8,3131.55,none
1322,65.85,3928.3,none
1323,19.95,187.75,none
1324,24.65,1710.15,none
1325,20.35,76.35,none
1326,69.25,69.25,none
1327,51.25,2151.6,none
1328,99.5,5961.1,none
1329,54.25,1221.55,none
1330,19.4,1496.45,none
1331,56.25,1292.2,none
1332,25.15,25.15,none
1333,23.95,1713.1,none
1334,35.4,1748.9,none
1335,25.2,25.2,none
1336,45.0,96.45,none
1337,75.35,1114.55,none
1338,20.4,609.1,none
1339,20.15,20.15,none
1340,105.0,7133.25,none
1341,56.05,0.0,none
1342,54.7,169.45,none
1343,20.0,141.6,total_missing
1344,73.05,4688.65,none
1345,20.5,563.05,none
1346,100.75,5985.0,none
1347,87.25,1258.6,none
1348,19.95,373.5,none
1349,79.95,857.2,none
1350,49.65,2553.35,none
1351,65.65,4322.85,none
1352,20.45,250.8,none
1353,60.95,4549.05,none
1354,20.35,1359.5,none
1355,88.35,1639.3,none
1356,19.5,178.85,none
1357,75.2,633.85,none
1358,111.45,5315.1,none
1359,70.15,735.5,none
1360,94.75,889.9,none
1361,95.05,1290.0,none
1362,78.45,330.05,none
1363,70.2,237.95,none
1364,92.0,6474.4,none
1365,85.5,4421.95,none
1366,41.05,2452.7,none
1367,85.6,813.85,none
1368,82.15,4904.85,none
1369,84.4,4484.05,none
1370,60.9,2033.85,none
1371,20.25,538.2,none
1372,79.2,79.2,none
1373,95.3,2192.9,none
1374,19.85,19.85,none
1375,84.35,3858.05,none
1376,19.85,854.8,none
1377,70.0,347.4,none
1378,82.3,5815.15,none
1379,66.8,3970.4,none
1380,44.6,3058.15,none
1381,98.45,6145.2,none
1382,70.7,129.2,overbilled_monthly
1383,24.95,1165.9,none
1384,49.95,49.95,none
1385,69.25,1554.0,none
1386,102.5,4904.25,none
1387,86.55,5632.55,none
1388,24.3,1643.25,none
1389,58.35,740.55,overbilled_monthly
1390,94.25,3217.55,none
1391,68.75,4888.2,none
1392,85.8,2440.25,none
1393,20.1,620.55,none
1394,20.35,20.35,none
1395,110.8,6840.95,none
1396,73.0,3001.2,none
1397,100.05,6254.2,none
1398,82.85,319.6,none
1399,84.35,1938.05,none
1400,19.55,294.5,none
1401,19.95,58.3,none
1402,99.8,442.85,none
1403,35.0,553.0,none
1404,66.25,546.45,none
1405,23.3,797.1,none
1406,76.0,76.0,none
1407,25.3,1673.8,none
1408,44.55,343.45,none
1409,104.1,7412.25,none
1410,92.55,4039.0,none
1411,93.85,170.85,none
1412,101.45,2948.6,none
1413,84.3,1308.4,none
1414,94.55,6078.75,none
1415,95.5,3418.2,none
1416,100.3,6603.8,none
1417,55.5,3166.9,none
1418,49.85,865.75,none
1419,89.55,6373.1,none
1420,19.15,1177.05,none
1421,99.8,5985.75,none
1422,84.4,732.5,none
1423,113.05,7869.05,none
1424,101.1,1504.05,none
1425,19.95,936.7,none
1426,74.15,741.4,none
1427,92.0,6585.2,none
1428,73.85,3122.4,none
1429,50.45,50.45,none
1430,24.45,1088.25,none
1431,24.8,615.35,none
1432,64.85,2908.2,none
1433,20.75,739.9,none
1434,68.95,593.85,none
1435,99.95,1132.75,none
1436,109.4,7227.45,none
1437,91.4,193.6,none
1438,49.0,1291.35,none
1439,50.25,2023.55,none
1440,75.55,349.65,none
1441,19.9,153.95,none
1442,97.8,5458.8,none
1443,100.3,5244.45,none
1444,55.8,154.55,none
1445,111.15,4507.15,none
1446,98.55,2031.95,none
1447,50.05,50.05,none
1448,80.8,332.45,none
1449,20.85,473.9,none
1450,19.5,106.8,none
1451,19.35,152.6,none
1452,69.5,1199.4,none
1453,48.8,2555.05,none
1454,94.5,2979.2,none
1455,20.65,654.85,none
1456,106.05,3834.4,none
1457,100.0,1534.75,none
1458,108.3,4586.15,none
1459,20.55,20.55,none
1460,99.65,5941.05,none
1461,85.3,424.15,none
1462,95.9,2234.95,none
1463,20.0,666.75,none
1464,70.4,281.0,none
1465,64.95,547.8,none
1466,74.6,74.6,none
1467,49.2,571.15,none
1468,73.75,1756.6,none
1469,92.3,5731.45,none
1470,98.8,3475.55,none
1471,19.2,156.85,none
1472,88.65,2683.2,none
1473,74.4,896.75,none
1474,98.75,2407.3,none
1475,95.95,4456.65,none
1476,105.4,6998.95,none
1477,20.25,36.8,none
1478,106.0,6547.7,none
1479,104.7,4346.4,none
1480,49.05,2265.0,none
1481,35.55,1309.15,none
1482,65.1,4754.3,none
1483,96.85,1235.55,none
1484,69.75,3562.5,none
1485,99.2,7213.75,none
1486,96.7,2082.95,none
1487,55.05,102.75,none
1488,106.8,5914.4,none
1489,51.25,51.25,none
1490,57.75,1282.85,none
1491,70.85,4738.85,none
1492,19.55,19.55,none
1493,88.2,1775.8,none
1494,79.5,795.65,none
1495,19.75,145.0,none
1496,98.15,4993.4,none
1497,20.25,61.45,none
1498,79.15,4018.55,none
1499,75.65,1146.65,none
1500,94.25,6081.4,overbilled_monthly
1501,40.2,1478.85,none
1502,19.95,243.65,none
1503,55.35,2633.95,none
1504,102.15,4735.35,none
1505,71.1,1247.75,none
1506,74.7,74.7,none
1507,54.1,3794.5,none
1508,19.65,1008.7,none
1509,88.45,2130.55,none
1510,76.65,1313.55,none
1511,80.4,5727.15,none
1512,19.25,1372.9,none
1513,84.8,1203.9,none
1514,25.8,25.8,none
1515,19.5,1215.1,none
1516,68.6,2877.05,none
1517,92.6,1579.7,none
1518,100.55,5514.95,none
1519,20.55,96.1,none
1520,42.6,72.4,none
1521,19.6,55.25,none
1522,67.45,2443.3,none
1523,68.85,1970.5,none
1524,43.55,335.4,none
1525,109.85,7002.95,none
1526,20.65,158.95,none
1527,95.4,293.15,none
1528,21.0,1493.75,none
1529,56.2,1093.4,none
1530,18.4,1057.85,none
1531,90.0,190.05,none
1532,25.75,882.55,none
1533,19.6,300.4,none
1534,75.35,1025.95,none
1535,19.8,1436.95,none
1536,64.2,475.0,none
1537,75.75,5388.15,none
1538,78.95,5730.15,none
1539,100.85,819.55,none
1540,50.3,217.1,none
1541,80.3,4896.35,none
1542,19.85,1434.1,none
1543,21.1,937.1,none
1544,69.95,330.15,none
1545,50.0,1474.9,none
1546,104.75,6536.5,none
1547,19.85,1128.1,none
1548,107.5,6873.75,none
1549,85.9,2199.05,none
1550,45.85,45.85,none
1551,80.8,457.1,none
1552,25.25,566.5,none
1553,80.55,2471.6,none
1554,81.5,3107.3,none
1555,20.9,518.3,none
1556,106.1,5769.75,none
1557,91.7,91.7,none
1558,67.25,832.3,none
1559,95.6,1555.65,none
1560,20.35,45.3,none
1561,45.05,1790.6,none
1562,74.95,74.95,none
1563,34.65,246.6,none
1564,69.35,261.65,none
1565,95.35,898.35,none
1566,81.55,4509.5,none
1567,75.4,5480.25,none
1568,67.8,653.15,none
1569,111.4,1183.05,none
1570,46.3,639.45,none
1571,20.4,478.75,total_decimal_shift
1572,20.05,20.05,none
1573,45.0,127.1,none
1574,96.1,4391.45,none
1575,19.65,270.6,none
1576,99.5,6710.5,none
1577,60.65,3975.9,none
1578,98.6,1704.95,none
1579,59.5,415.95,none
1580,80.45,950.2,none
1581,71.7,1497.05,none
1582,36.0,780.15,none
1583,65.2,3512.15,none
1584,48.95,273.25,none
1585,53.5,3517.9,none
1586,80.45,3375.9,none
1587,109.05,7508.55,none
1588,26.3,1245.05,none
1589,106.8,5347.95,none
1590,64.95,493.65,none
1591,19.35,1263.85,none
1592,21.1,385.55,none
1593,77.95,3384.0,none
1594,18.85,84.2,none
1595,26.0,1638.7,none
1596,74.7,165.4,none
1597,70.35,120.25,none
1598,96.9,4473.45,none
1599,19.55,520.55,none
1600,80.4,5717.85,none
1601,88.8,88.8,none
1602,94.65,4312.5,none
1603,90.25,2755.35,none
1604,64.65,994.55,none
1605,95.75,6511.25,none
1606,19.55,1218.65,none
1607,104.1,7447.7,none
1608,89.05,1169.35,none
1609,20.1,279.5,none
1610,111.55,5720.35,none
1611,60.5,3121.45,none
1612,90.95,6468.6,none
1613,87.4,5918.8,none
1614,19.7,675.6,none
1615,50.95,3521.7,none
1616,20.05,923.1,none
1617,19.4,1110.35,none
1618,59.45,1611.65,none
1619,94.75,2293.6,none
1620,81.5,5553.25,none
1621,29.05,44.75,none
1622,86.45,3029.1,none
1623,70.6,3231.05,none
1624,97.2,5129.45,none
1625,98.25,5508.35,none
1626,75.75,655.9,none
1627,59.2,1191.2,none
1628,75.9,866.4,none
1629,90.05,2627.2,none
1630,70.95,4741.45,none
1631,102.6,4009.2,none
1632,85.35,1463.45,none
1633,106.1,5082.8,none
1634,43.8,43.8,none
1635,59.0,3707.6,none
1636,69.95,220.45,total_decimal_shift
1637,24.35,1133.7,none
1638,29.45,1983.15,none
1639,84.4,5746.75,none
1640,45.05,770.6,none
1641,20.65,134.05,none
1642,87.1,6230.1,none
1643,19.85,573.05,none
1644,90.35,3419.3,none
1645,109.8,3587.25,none
1646,84.65,3541.35,none
1647,65.5,3801.3,none
1648,79.5,868.5,none
1649,80.95,4859.1,none
1650,56.15,1439.35,none
1651,85.8,85.8,none
1652,79.1,79.1,none
1653,34.4,592.75,none
1654,20.75,1185.95,none
1655,18.8,18.8,none
1656,44.3,134.5,none
1657,90.8,4921.2,none
1658,25.6,901.25,none
1659,105.95,5341.8,none
1660,70.8,4859.95,none
1661,25.4,1139.2,none
1662,108.8,7082.45,none
1663,69.75,324.6,total_missing
1664,94.65,4812.75,none
1665,96.05,4399.5,none
1666,76.85,663.55,none
1667,20.25,174.65,none
1668,24.8,321.7,none
1669,115.65,5125.5,none
1670,74.6,548.9,none
1671,50.15,50.15,none
1672,103.15,7031.3,none
1673,72.1,5016.65,none
1674,113.6,4594.95,none
1675,25.1,611.45,none
1676,78.9,2384.15,none
1677,80.15,319.85,none
1678,25.4,153.3,none
1679,105.4,7035.6,overbilled_monthly
1680,45.75,344.2,none
1681,24.45,1431.65,none
1682,25.0,1849.2,none
1683,85.25,6083.1,none
1684,19.6,426.65,none
1685,50.15,1655.35,none
1686,70.55,1943.9,none
1687,60.05,1616.15,none
1688,26.4,314.95,none
1689,20.15,804.85,none
1690,58.85,465.7,none
1691,97.55,6669.05,none
1692,19.65,1161.75,none
1693,25.25,947.75,none
1694,114.45,8375.05,none
1695,34.7,34.7,none
1696,70.7,3770.0,none
1697,85.3,264.8,none
1698,75.55,4707.85,none
1699,84.8,6152.4,none
1700,20.65,958.1,none
1701,20.45,943.0,none
1702,102.45,6615.15,none
1703,104.4,2200.25,none
1704,35.65,425.1,none
1705,99.75,99.75,none
1706,90.45,5044.8,none
1707,97.65,6743.55,none
1708,73.85,196.4,none
1709,74.4,299.7,total_missing
1710,69.1,2093.9,none
1711,82.75,417.75,none
1712,24.4,1725.4,none
1713,55.25,1620.2,none
1714,61.35,3169.55,none
1715,76.75,5233.25,none
1716,19.4,967.85,none
1717,54.75,438.05,none
1718,19.7,1421.9,none
1719,19.9,323.15,none
1720,107.95,318.6,none
1721,83.8,163.7,none
1722,74.25,639.65,none
1723,56.4,2928.5,none
1724,20.1,100.35,none
1725,94.9,273.2,none
1726,94.2,1608.15,none
1727,49.9,1441.95,none
1728,71.05,2168.15,none
1729,81.65,3618.7,none
1730,89.45,5692.65,none
1731,59.85,59.85,none
1732,69.6,69.6,none
1733,99.0,5969.3,none
1734,19.05,19.05,none
1735,45.4,418.8,none
1736,114.45,8100.55,none
1737,19.5,19.5,none
1738,44.25,313.45,none
1739,90.55,6130.95,none
1740,69.9,69.9,none
1741,20.4,745.3,none
1742,71.4,1212.1,none
1743,87.15,183.75,none
1744,24.85,1583.5,none
1745,104.45,4162.05,none
1746,19.8,1119.9,none
1747,116.45,8013.55,none
1748,84.75,264.85,none
1749,20.05,1102.4,none
1750,110.75,5832.0,none
1751,89.7,4304.5,none
1752,89.95,1178.4,none
1753,48.7,1421.75,none
1754,96.6,6827.5,none
1755,74.3,4698.05,none
1756,54.3,654.5,none
1757,74.85,3268.05,none
1758,79.95,4362.05,none
1759,20.05,1386.9,none
1760,19.4,415.4,none
1761,54.9,2614.1,none
1762,24.45,1513.6,none
1763,89.65,3161.6,none
1764,45.4,80.95,none
1765,75.7,4676.7,none
1766,110.65,6526.65,none
1767,20.55,583.3,none
1768,115.15,8078.1,none
1769,58.55,3503.5,none
1770,93.25,6669.45,none
1771,113.2,4689.5,none
1772,90.5,1201.15,none
1773,79.0,143.65,none
1774,19.35,1292.65,none
1775,48.75,48.75,none
1776,109.05,7108.2,none
1777,25.0,1802.55,none
1778,54.9,1505.15,none
1779,24.75,1859.1,none
1780,91.15,168.5,none
1781,20.15,390.85,none
1782,104.35,6339.45,none
1783,66.05,1652.4,none
1784,71.65,71.65,none
1785,20.35,77.5,none
1786,92.2,6392.85,none
1787,84.25,3264.5,none
1788,105.2,4599.15,none
1789,19.6,1134.25,none
1790,30.4,1621.35,none
1791,78.1,947.3,none
1792,61.5,2722.2,none
1793,69.4,3058.3,none
1794,24.75,1769.6,none
1795,91.05,6293.75,none
1796,89.65,1761.05,none
1797,73.65,1642.75,none
1798,19.4,578.5,none
1799,26.2,954.9,none
1800,98.7,973.25,none
1801,43.85,43.85,none
1802,69.7,1490.4,none
1803,38.55,280.0,none
1804,53.1,1901.25,none
1805,20.65,716.4,none
1806,64.45,4720.0,none
1807,25.1,930.95,none
1808,76.35,76.35,none
1809,79.15,1676.95,none
1810,85.0,2642.05,none
1811,95.15,6770.85,none
1812,79.35,1835.3,none
1813,96.65,1588.25,none
1814,75.5,75.5,none
1815,19.7,258.35,none
1816,20.5,1502.25,none
1817,19.2,19.2,none
1818,98.35,6929.4,none
1819,74.35,4453.3,none
1820,51.35,3244.4,none
1821,45.65,323.45,none
1822,85.3,2661.1,none
1823,86.55,2697.4,none
1824,73.85,1424.5,none
1825,20.3,1401.15,none
1826,54.2,1739.6,none
1827,90.65,5931.0,none
1828,50.9,2333.85,none
1829,25.05,949.85,none
1830,74.85,572.45,none
1831,20.5,696.8,none
1832,63.55,1381.8,none
1833,44.85,2572.95,none
1834,47.95,47.95,none
1835,45.1,45.1,none
1836,45.0,45.0,none
1837,96.0,2122.45,none
1838,20.05,20.05,none
1839,90.05,4931.8,none
1840,25.3,116.95,none
1841,108.65,6937.95,none
1842,24.3,1261.7,total_missing
1843,75.95,3273.8,none
1844,19.7,1415.85,none
1845,66.4,3958.2,none
1846,35.75,2492.25,none
1847,18.8,279.2,none
1848,19.4,1083.0,none
1849,19.3,755.5,none
1850,45.55,402.6,none
1851,67.45,3252.0,none
1852,35.1,68.75,none
1853,46.2,46.2,none
1854,45.15,45.15,none
1855,43.3,43.3,none
1856,20.1,936.85,none
1857,57.15,2250.65,none
1858,58.9,3857.1,total_decimal_shift
1859,73.2,1441.1,none
1860,85.35,4338.6,none
1861,19.45,1378.45,none
1862,45.95,45.95,none
1863,50.5,2566.3,none
1864,25.1,171.0,none
1865,60.7,1597.4,none
1866,99.0,4744.35,none
1867,104.4,6721.6,none
1868,83.75,247.25,none
1869,44.05,44.05,none
1870,24.1,1734.65,none
1871,45.55,45.55,none
1872,93.8,4539.35,none
1873,19.7,804.25,none
1874,70.65,5011.15,total_missing
1875,86.45,3574.5,none
1876,114.1,8086.4,none
1877,95.2,4563.0,none
1878,88.55,6362.35,none
1879,20.75,67.1,none
1880,70.05,70.05,none
1881,86.0,165.45,none
1882,44.65,1156.55,none
1883,60.2,1834.15,none
1884,100.5,3653.35,none
1885,55.45,1477.65,none
1886,70.3,1706.45,none
1887,60.4,3953.7,none
1888,72.65,1194.3,none
1889,55.8,1327.85,none
1890,31.1,419.7,none
1891,21.0,21.0,none
1892,45.1,45.1,none
1893,50.95,207.35,none
1894,69.1,1083.7,none
1895,43.95,2007.85,none
1896,86.5,5882.75,none
1897,69.95,2657.55,none
1898,50.4,1527.5,none
1899,78.95,378.4,none
1900,90.95,1612.2,none
1901,19.9,76.65,none
1902,20.15,260.7,none
1903,90.6,6441.85,none
1904,92.0,266.8,zero_monthly
1905,94.45,5124.6,none
1906,24.85,962.25,none
1907,36.0,1382.9,none
1908,78.5,571.05,none
1909,19.95,1399.35,none
1910,20.65,150.0,none
1911,30.5,167.2,none
1912,106.1,7657.4,none
1913,20.5,865.05,none
1914,95.5,6153.85,none
1915,64.6,174.2,none
1916,51.1,1269.6,none
1917,84.8,3862.55,none
1918,89.1,6352.4,none
1919,54.95,1348.5,none
1920,50.9,50.9,none
1921,20.45,471.55,none
1922,85.95,5931.75,none
1923,60.35,1404.65,none
1924,19.8,726.1,none
1925,85.35,1961.6,none
1926,72.1,4194.85,none
1927,99.8,4872.45,total_decimal_shift
1928,107.35,5118.95,none
1929,19.55,658.95,none
1930,81.05,81.05,none
1931,20.5,76.95,none
1932,111.8,5809.75,none
1933,20.2,20.2,none
1934,19.7,415.9,none
1935,79.1,246.5,none
1936,19.85,996.95,none
1937,60.5,3145.15,none
1938,19.55,265.3,none
1939,20.9,20.9,none
1940,21.05,21.05,none
1941,71.5,4576.3,none
1942,54.65,189.1,none
1943,19.2,908.15,none
1944,49.8,49.8,none
1945,25.5,215.2,none
1946,20.5,1500.95,none
1947,90.4,5099.15,none
1948,90.25,6385.95,none
1949,80.75,159.45,none
1950,104.6,6885.75,none
1951,91.85,5940.85,none
1952,50.2,668.85,none
1953,95.5,1916.2,none
1954,75.35,75.35,none
1955,75.45,75.45,none
1956,95.4,4613.95,none
1957,101.3,7261.25,none
1958,53.1,2459.8,none
1959,84.85,2048.8,none
1960,34.25,163.55,none
1961,88.6,2888.7,none
1962,60.15,2421.6,none
1963,99.95,2292.75,none
1964,70.7,553.4,none
1965,54.8,3465.7,none
1966,49.55,1210.4,none
1967,54.8,1291.3,none
1968,78.6,5356.45,none
1969,100.3,5200.8,none
1970,53.6,3237.05,none
1971,81.1,576.65,none
1972,19.35,433.75,none
1973,85.6,1868.4,none
1974,80.8,5728.55,none
1975,74.95,825.7,none
1976,19.6,390.4,none
1977,93.55,93.55,none
1978,90.7,2845.15,none
1979,69.75,3894.4,none
1980,20.0,886.4,none
1981,95.25,1021.55,none
1982,102.1,5885.4,none
1983,19.95,268.4,none
1984,80.85,2204.35,none
1985,90.9,1259.0,none
1986,29.2,309.1,none
1987,93.3,6398.05,none
1988,89.15,2257.75,none
1989,108.85,6287.25,none
1990,46.35,1662.05,none
1991,84.75,1350.15,none
1992,78.75,3600.65,none
1993,83.55,1329.15,none
1994,45.7,45.7,none
1995,19.6,422.5,none
1996,69.95,69.95,none
1997,67.85,4627.65,none
1998,105.65,6717.9,none
1999,44.6,97.1,none
2000,74.95,1710.45,total_decimal_shift
2001,75.5,637.4,none
2002,20.15,117.95,none
2003,45.2,2460.55,none
2004,95.25,5464.65,none
2005,89.85,2165.05,none
2006,100.45,4941.8,none
2007,47.15,223.15,none
2008,80.2,181.1,none
2009,87.1,341.45,none
2010,79.25,5731.85,none
2011,75.9,357.75,none
2012,85.7,4616.1,none
2013,98.75,4533.7,none
2014,20.1,589.25,none
2015,61.8,750.1,none
2016,49.9,1410.25,none
2017,86.45,830.85,none
2018,20.4,743.5,none
2019,45.3,45.3,none
2020,104.1,7040.85,none
2021,75.4,3865.45,none
2022,108.15,6825.65,none
2023,86.25,1340.1,none
2024,81.0,371.65,none
2025,95.7,1184.0,none
2026,116.85,8477.7,none
2027,105.75,7382.85,none
2028,20.15,456.85,none
2029,19.6,331.6,none
2030,90.6,6056.15,none
2031,60.95,134.6,none
2032,25.05,125.5,none
2033,88.15,1390.6,none
2034,20.2,20.2,none
2035,60.3,2511.3,none
2036,63.95,2737.05,none
2037,74.3,74.3,none
2038,70.6,70.6,none
2039,90.8,2361.8,none
2040,79.35,1730.35,none
2041,90.55,6404.0,none
2042,19.45,165.35,none
2043,64.45,1867.6,none
2044,69.65,1043.3,none
2045,19.5,128.6,none
2046,110.5,7455.45,none
2047,24.7,24.7,none
2048,77.4,206.15,none
2049,96.8,2030.3,none
2050,85.4,5869.4,none
2051,47.6,3377.8,none
2052,19.4,1346.2,none
2053,103.85,4946.05,none
2054,83.35,4065.0,none
2055,49.4,106.55,none
2056,108.45,4964.7,none
2057,81.0,4085.75,none
2058,79.2,1742.75,none
2059,86.65,6224.8,none
2060,92.95,3415.25,none
2061,90.35,6325.25,none
2062,48.7,340.25,none
2063,25.15,1683.6,none
2064,76.4,3966.3,none
2065,19.55,608.5,none
2066,85.35,2896.6,none
2067,24.8,1514.85,none
2068,103.15,6792.45,none
2069,100.75,4669.2,none
2070,95.6,95.6,none
2071,59.75,2934.3,none
2072,94.1,6302.8,none
2073,19.35,779.2,none
2074,19.9,283.75,none
2075,108.15,4600.7,none
2076,101.05,5594.0,none
2077,59.1,772.85,none
2078,71.35,71.35,none
2079,55.85,857.8,none
2080,106.05,7554.05,none
2081,84.1,5981.65,none
2082,75.3,1702.9,none
2083,24.7,467.15,none
2084,20.15,20.15,none
2085,69.75,69.75,none
2086,93.2,2931.0,none
2087,80.85,1400.85,none
2088,33.65,137.85,none
2089,55.8,1941.5,none
2090,39.7,1932.75,none
2091,29.5,1423.05,none
2092,20.15,970.85,none
2093,79.55,5810.9,none
2094,24.8,223.9,none
2095,19.65,391.7,none
2096,79.95,79.95,none
2097,19.3,19.3,none
2098,94.05,811.65,none
2099,90.75,174.75,none
2100,78.85,3126.85,none
2101,99.5,6841.45,none
2102,99.2,3754.6,none
2103,80.55,1406.65,none
2104,70.2,834.7,none
2105,85.2,627.4,none
2106,75.25,242.0,none
2107,59.45,3157.0,none
2108,93.35,3092.0,none
